step,lat,lon,alt,reward
114,28.54875072220057,70.0,5311.11112376675,3.9720973267705997
115,28.53598636284086,70.0,5311.540297232568,4.154091064585591
116,28.523223334154842,70.0,5311.98661075905,4.325504977952951
117,28.510461633162286,70.0,5312.4477826058865,4.47410145843809
118,28.497701263588485,70.0,5312.923220451921,4.616774764610673
119,28.484942221708145,70.0,5313.411922194064,4.749427002618395
120,28.472184509756442,70.0,5313.911676872522,4.859969665069221
121,28.459428124008085,70.0,5314.421301707625,4.958684493551337
122,28.44667306595319,70.0,5314.939897041768,5.04840276087838
123,28.43391933782693,70.0,5315.467893145978,5.142423760837337
124,28.421166936649076,70.0,5316.003228072077,5.215825249208356
125,28.408415863164684,70.0,5316.5465127676725,5.295336221108519
126,28.395666117373754,70.0,5317.095823120326,5.355606068626221
127,28.382917699276287,70.0,5317.651166580617,5.4159504219407975
128,28.370170608127225,70.0,5318.211373407394,5.464597356278537
129,28.357424843926566,70.0,5318.776812404394,5.516932327993564
130,28.34468040741937,70.0,5319.3467310629785,5.561742220772649
131,28.331937298605638,70.0,5319.920367561281,5.598933894882284
132,28.319195515250193,70.0,5320.4973307438195,5.63221399183225
133,28.30645505958821,70.0,5321.078283712268,5.672125127868858
134,28.29371593087463,70.0,5321.662755217403,5.70732376421096
135,28.280978128364396,70.0,5322.249065153301,5.725721333876427
136,28.268241652057508,70.0,5322.837431449443,5.746298198357399
137,28.255506502699028,70.0,5323.4285954386,5.774288397981072
138,28.24277268028895,70.0,5324.021845590323,5.795163293134683
139,28.230040184827278,70.0,5324.61688388139,5.813057956049525
140,28.217309016314008,70.0,5325.213885400444,5.832703505413738
141,28.204579174749142,70.0,5325.81190019846,5.8428495644986835
142,28.191850660132683,70.0,5326.4119806699455,5.863519568694974
143,28.17912347171957,70.0,5327.01297942549,5.872715671314145
144,28.166397609509804,70.0,5327.615213114768,5.885078270687009
145,28.1536730749935,70.0,5328.218018636107,5.890809868226134
146,28.140949867425597,70.0,5328.822219278663,5.904774349885193
147,28.1282279868061,70.0,5329.427323304117,5.913821448332092
148,28.115507432389947,70.0,5330.033284146339,5.922402878061112
149,28.102788204922202,70.0,5330.639308318496,5.923049446894074
150,28.090070303657804,70.0,5331.245850306004,5.928240862442399
151,28.077353730086866,70.0,5331.853331066668,5.937641870925509
152,28.064638482719275,70.0,5332.461653742939,5.946074289033495
153,28.051924562300087,70.0,5333.070036023855,5.946683604972568
154,28.039211968084246,70.0,5333.678705152124,5.9495653405267515
155,28.026500702306926,70.0,5334.2883521690965,5.959357511949056
156,28.013790761987895,70.0,5334.8973714746535,5.953093652380849
157,28.001082149362325,70.0,5335.5069272220135,5.958471347350715
158,27.98837486368516,70.0,5336.116725113243,5.960906055517844
159,27.975668906446515,70.0,5336.726590059698,5.96158989216041
160,27.962964275411217,70.0,5337.337643373758,5.973486830245966
161,27.95026097206938,70.0,5337.948361411691,5.970147345917431
162,27.937558995675946,70.0,5338.559381198138,5.973178100532314
163,27.924858346975977,70.0,5339.170762337744,5.976804909070998
164,27.912159025224412,70.0,5339.78201681748,5.97555157984265
165,27.899461029676193,70.0,5340.393416583538,5.977017705092512
166,27.886764361076377,70.0,5341.004659887403,5.9754663526584775
167,27.87406902166014,70.0,5341.6156293824315,5.972741556117617
168,27.86137500844725,70.0,5342.2268447466195,5.975213509748064
169,27.84868232292782,70.0,5342.838609591126,5.980721589878376
170,27.8359909643568,70.0,5343.450175132602,5.978741829050923
171,27.823300934224296,70.0,5344.061695970595,5.978308078594855
172,27.810612298840482,70.0,5344.648262951523,5.728783455444718
173,27.797925058950412,70.0,5345.211908221245,5.499580298321453
174,27.785239215299146,70.0,5345.755600836128,5.300067712316595
175,27.772554767141628,70.0,5346.280238591135,5.1095330684913645
176,27.75987171596797,70.0,5346.787866670638,4.939450283302213
177,27.747190061778177,70.0,5347.279543057084,4.779947322560693
178,27.73450980606236,70.0,5347.757812123746,4.645888109455191
179,27.721830946585346,70.0,5348.223575390875,4.520844076525682
180,27.709153486327367,70.0,5348.677611444145,4.4035859301241
181,27.696477424543367,70.0,5349.121317267418,4.300297614883894
182,27.683802761233345,70.0,5349.55516224727,4.201703165419749
183,27.67112949714236,70.0,5349.9801168218255,4.112813104640955
184,27.65845763227041,70.0,5350.397447589785,4.0365890308769306
185,27.645787165872438,70.0,5350.80786421895,3.96746162767362
186,27.633118099438562,70.0,5351.211461704224,3.899284188403035
187,27.620450433713838,70.0,5351.609286852181,3.84157482231989
188,27.60778416720815,70.0,5352.0018444396555,3.7889132096845426
189,27.595119302156668,70.0,5352.389832958579,3.743236538723286
190,27.582455804286727,70.0,5352.817637380213,4.141409237638291
191,27.569793651246584,70.0,5353.314760141075,4.834606078213474
192,27.55713283856589,70.0,5353.875222150236,5.468011964814869
193,27.544473366989706,70.0,5354.492854326963,6.039727051504306
194,27.531815234282856,70.0,5355.163301806897,6.567893472267533
195,27.51915843970028,70.0,5355.8808555826545,7.038969811748975
196,27.506502981751865,70.0,5356.641861144453,7.473501038504983
197,27.493848859692548,70.0,5357.4424386024475,7.869233359353748
198,27.481196071287158,70.0,5358.278041239828,8.21949848974531
199,27.46854461877087,70.0,5359.146590344608,8.54897652263593
200,27.45589449990851,70.0,5360.044723842293,8.844833788227552
