step,lat,lon,alt,reward
47,28.304689223563567,76.6008467106674,10620.845741592348,-15.054397269257388
48,28.29935710185388,76.59024145142487,10622.346058953553,-14.960442236729486
49,28.29402589507549,76.57963678375846,10623.837874270976,-14.875418565341315
50,28.28869560173828,76.56903270543296,10625.32251747325,-14.803694172867617
51,28.283366222587308,76.55842921719345,10626.800997182727,-14.742056003877005
52,28.278037757622577,76.54782631978497,10628.273895476013,-14.686238608427638
53,28.272710206844085,76.53722401246249,10629.74237371236,-14.642034798034965
54,28.26738357025183,76.52662229522599,10631.206630263478,-14.599814704723949
55,28.262057848590874,76.51602116807547,10632.668022066355,-14.571163973876319
56,28.256733041116156,76.50542063101094,10634.125954005867,-14.536562099226794
57,28.251409147082622,76.49482068254227,10635.581369511783,-14.511394514807089
58,28.24608616872544,76.4842213256497,10637.03500898555,-14.493630952307749
59,28.240764103809443,76.47362255809806,10638.486311770976,-14.47026082790695
60,28.23544295382474,76.46302438063239,10639.935688581318,-14.450997828611444
61,28.230122718771337,76.45242679399777,10641.384195536375,-14.442296034760838
62,28.22480339864923,76.44182979744913,10642.831419128925,-14.429459161231316
63,28.21948499271336,76.43123339098648,10644.277239218354,-14.415420889028164
64,28.214167500963732,76.42063757386475,10645.721796434373,-14.402788906462783
65,28.208850924145402,76.410042346829,10647.165928035975,-14.398529513844332
66,28.20353526151331,76.3994477106243,10648.60900817439,-14.3880116484254
67,28.198220513067458,76.38885366376053,10650.051556527615,-14.38269054807075
68,28.1929066795529,76.37826020698273,10651.49335609749,-14.375199466117246
69,28.187593760224587,76.36766734178103,10652.934746816754,-14.371107733914195
70,28.18228175508251,76.35707506666532,10654.375728685409,-14.367015986807937
71,28.17697066412667,76.34648338089053,10655.816446058452,-14.364367782243571
72,28.17166048810213,76.33589228669184,10657.256562728435,-14.35835751808464
73,28.166351226263828,76.32530178183409,10658.696757629514,-14.359136580594859
74,28.161042878611767,76.31471186780736,10660.136128310114,-14.350891142257987
75,28.155735445145943,76.30412254386663,10661.575254052877,-14.348438522884189
76,28.15042892661142,76.29353381075693,10663.013642188162,-14.341059207089538
77,28.14512332226313,76.28294566773322,10664.452469907701,-14.3454518086403
78,28.139818630610968,76.27235811554054,10665.890968870372,-14.34216102130018
79,28.134514853890103,76.26177115417892,10667.328368872404,-14.331168173917158
80,28.12921199061042,76.25118478290327,10668.766267132014,-14.336147516139826
81,28.123910040771914,76.24059900320371,10670.203416608274,-14.328656463989327
82,28.118609006609766,76.23001381433521,10671.641052234918,-14.333514719375225
83,28.11330888514374,76.21942921555268,10673.078386113048,-14.330494008131845
84,28.108009677118897,76.2088452076012,10674.515299964696,-14.32629051721984
85,28.10271138402535,76.19826179048076,10675.952050834894,-14.324657461710567
86,28.097414004372986,76.18767896419136,10677.389381919056,-14.330456375249932
87,28.0921175381618,76.177096728733,10678.82608063519,-14.324129468866667
88,28.086821986136858,76.16651508485074,10680.262500885874,-14.321341588266941
89,28.081527347553095,76.15593403105447,10681.698421947658,-14.316346465715478
90,28.07623362315557,76.1453535688343,10683.135007042438,-14.32298356957086
91,28.070940811454168,76.13477369819022,10684.571001678705,-14.317075773247106
92,28.065648913939008,76.12419441912223,10686.007038224488,-14.317491642305194
93,28.060357929865027,76.11361573163036,10687.442666850984,-14.313409230776651
94,28.055067859232228,76.10303763496952,10688.878091517836,-14.311366408237754
95,28.04977870129555,76.09246012839468,10690.31313341111,-14.307535446353322
96,28.044490457545113,76.08188321265087,10691.748672630638,-14.312505475351381
97,28.039203126490797,76.07130688922821,10693.183961324394,-14.309997013874872
98,28.033916708132605,76.06073115663659,10694.618999492377,-14.307488537498566
99,28.028631203960654,76.05015601562108,10696.053888648748,-14.305995195278692
100,28.023346613229883,76.03958146618167,10697.48878898099,-14.306103735335919
101,28.018062935195235,76.02900750831836,10698.92284926027,-14.297699994512195
102,28.012780169111654,76.01843414128608,10700.357305351645,-14.301654904254756
103,28.00749831721431,76.00786136657496,10701.791163533926,-14.295672594675134
104,28.00221737801309,75.99728918269489,10703.225244302303,-14.297895236976737
105,27.99693735299811,75.98671759113597,10704.659619368613,-14.300834997663069
106,27.991658239934193,75.97614659115315,10706.09347941354,-14.295681580074652
107,27.9863800395664,75.96557618274643,10707.527545280755,-14.297736591764997
108,27.981102692290083,75.95500631748703,10708.926332648844,-13.94494850105867
109,27.975826198105246,75.94443699388485,10710.29394492507,-13.633194468088968
110,27.97055055626683,75.93386821119482,10711.635351646692,-13.371135807701885
111,27.96527576826495,75.92329996941695,10712.953965179622,-13.143200791545505
112,27.960001835589722,75.91273226780616,10714.252984616905,-12.947256683477471
113,27.95472875749609,75.90216510636247,10715.535233728588,-12.779550283321678
114,27.94945653472911,75.89159848508588,10716.802520211786,-12.629920846888135
115,27.944185166543722,75.88103240248626,10718.05733628571,-12.505213595100267
116,27.938914656665222,75.87046686079879,10719.301824923605,-12.401936060854505
117,27.933645002113373,75.85990185704323,10720.536650158465,-12.305298856564614
118,27.928376203633235,75.84933739270971,10721.763860899955,-12.229150756367298
119,27.923108261224808,75.83877346630811,10722.983811050653,-12.156541667052588
120,27.91784117563315,75.8282100785835,10724.197304341942,-12.09196989155681
121,27.91257494685826,75.81764723028091,10725.406397134066,-12.047961725958439
122,27.90730957490014,75.80708491991024,10726.61118907854,-12.004950060613973
123,27.902045059758787,75.79652314821655,10727.812080644071,-11.96594308979139
124,27.896781401434204,75.78596191445477,10729.009584058076,-11.932058385678156
125,27.89151859992639,75.77540122011504,10730.20424041897,-11.903584680625508
126,27.886256656725458,75.76484106445228,10731.39711515978,-11.885765283474493
127,27.880995569596237,75.7542814474665,10732.587615028024,-11.862013383872872
128,27.87573533853873,75.74372236841263,10733.77594863996,-11.840347639390766
129,27.870475965788103,75.7331638287808,10734.96314138174,-11.828935749001866
130,27.865217449854246,75.7226058270809,10736.148481722921,-11.810408554145178
131,27.85995979148222,75.7120483633129,10737.332834862173,-11.800533338555633
132,27.8547029891819,75.70149143896695,10738.515528384596,-11.783934003779232
133,27.849447043698348,75.69093505329798,10739.697920158505,-11.780913337238653
134,27.844191956521684,75.68037920705103,10740.879203658551,-11.769827409752006
135,27.83893772541673,75.66982389799095,10742.059946991503,-11.76442254997165
136,27.833684351873604,75.6592691283529,10743.240504991263,-11.762566036650478
137,27.828431835147246,75.64871489739184,10744.42049767822,-11.756909727223738
138,27.8231801744926,75.63816120510775,10745.599410962313,-11.746112524637292
139,27.817929371399778,75.62760805224569,10746.778163127601,-11.744498155184383
140,27.81267942437867,75.61705543731556,10747.956648934633,-11.741831391223295
141,27.807430334919385,75.60650336180746,10749.13498479873,-11.740328780481613
142,27.80218210078675,75.59595182423128,10750.313269440085,-11.739813379116649
143,27.796934724961005,75.58540082756724,10751.491203904152,-11.736308432289443
144,27.79168820446191,75.57485036883513,10752.66811857,-11.726107276150751
145,27.786442540779582,75.56430044877999,10753.84541042149,-11.729875951177982
146,27.781197733914023,75.5537510681469,10755.022269207984,-11.725542127260505
147,27.775953783865234,75.54320222619077,10756.198880262673,-11.723061627813204
148,27.770710689143097,75.53265392365668,10757.375175599009,-11.719901285239539
149,27.76546845123773,75.52210615979958,10758.551593869925,-11.721127449640344
150,27.76022707014913,75.51155893610957,10759.727857541293,-11.719578287669728
151,27.754986545132244,75.50101225035147,10760.903582908213,-11.714192061790763
152,27.749746876187068,75.49046610476046,10762.079447042197,-11.715576573378948
153,27.74450806405866,75.47992049859148,10763.255036436021,-11.712825997838317
154,27.739270107256903,75.4693754310995,10764.43039579317,-11.710522464582263
155,27.7340330057818,75.45883089855919,10765.611812472343,-11.77109248108446
156,27.72879676037841,75.44828689351999,10766.8057535775,-11.896333455213389
157,27.723561371046724,75.4377434159819,10768.011204898357,-12.011432326503618
158,27.71832683555158,75.4272004644548,10769.225717987865,-12.102046734759378
159,27.71309315389297,75.4166580404288,10770.448243245482,-12.182165152497882
160,27.707860332031363,75.40611614837425,10771.674938034266,-12.223857185909091
161,27.702628369221696,75.39557478754611,10772.90338743478,-12.241400024958248
162,27.697397265463973,75.38503395794436,10774.134087841958,-12.263906813332378
163,27.69216702075819,75.37449366031406,10775.367297232151,-12.288993372686955
164,27.686937635104353,75.3639538931651,10776.601794641465,-12.301870278187389
165,27.6817091077574,75.35341465724254,10777.837455272675,-12.313499226341046
166,27.676481440207446,75.34287595254638,10779.074003454298,-12.322371444769496
167,27.671254631709438,75.3323377813118,10780.311797745526,-12.334829284915495
168,27.666028681518313,75.3218001413036,10781.550179701298,-12.340702659554617
169,27.660803589634074,75.3112630325218,10782.789365388453,-12.348736702570259
170,27.65557935605672,75.30072645571146,10784.029156435281,-12.35478703595073
171,27.650355980786248,75.29019041087257,10785.269169136882,-12.357000320323786
172,27.64513346456772,75.27965489800513,10786.510155070573,-12.366729370422954
173,27.639911742581084,75.26911984409347,10787.725080735981,-12.106123334833919
174,27.63469078055367,75.25858520964948,10788.904791232198,-11.753968238004072
175,27.62947057923053,75.24805099318307,10790.05378857255,-11.446833252080305
176,27.624251139356733,75.23751719245905,10791.176677215844,-11.18574282444366
177,27.619032461677328,75.22698380896755,10792.276857420802,-10.958654991456124
178,27.613814545447262,75.2164508419635,10793.357549700886,-10.763772293099928
179,27.60859739141159,75.20591828921174,10794.421561993659,-10.596968940564247
180,27.60338100031537,75.19538615145731,10795.470770914108,-10.448931737908206
181,27.598165371413547,75.18485442721011,10796.50770034641,-10.326133369573208
182,27.592950506941293,75.17432311796026,10797.53385996446,-10.218431732722829
183,27.587736404663435,75.16379222147256,10798.55069797486,-10.125212161906584
184,27.582523066070088,75.15326173923715,10799.55927701667,-10.042618981667838
185,27.577310490416192,75.1427316697639,10800.561523996294,-9.97929485804685
186,27.572098678446807,75.13220201305282,10801.557431463152,-9.91589622116886
187,27.566887630906994,75.12167276984896,10802.54814401269,-9.863943538734029
188,27.561677347051692,75.1111439386622,10803.535106126219,-9.826435661979312
189,27.55646782762596,75.10061552172772,10804.518198594451,-9.787735707232295
190,27.55125907113968,75.0900875160653,10805.497890803963,-9.753729603358133
191,27.546051079082968,75.07955992465516,10806.474298238754,-9.720878354379701
192,27.54084384996571,75.06903274451706,10807.448600884527,-9.69982694751844
193,27.535637385278022,75.05850597788618,10808.420656248927,-9.677350624569053
194,27.530431685019902,75.04797962327243,10809.390944894403,-9.659679911204885
195,27.525226748446293,75.03745368142083,10810.36020629108,-9.64940391398296
196,27.520022576302253,75.0269281523314,10811.32764974609,-9.631220980652651
197,27.51481916858778,75.01640303749424,10812.294060364366,-9.620889111527285
198,27.50961652455782,75.00587833243902,10813.259755726904,-9.613733015128455
199,27.50441464421237,74.99535404163609,10814.224009402096,-9.599312647351562
200,27.49921352904155,74.98483016359532,10815.18755434081,-9.592221758432752
